Sl_No,Restaurant Name,Swiggy RID,Credit Limit,Number of Outlets in City,Detected_Cuisines,Imported Avocado,Blueberry,Cherry Tomato,Parsley,Thai Asparagus,Indian Asparagus,Lemon Grass,Thai Basil,Italian Lemon,Thai Bird Chilli,Shiso Leaves,Rosemary,Total_SKU_Score
1110,Bhagini Veg Restaurant,752779,"1,35,539",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
372,Fattoush Restaurant,24843,"3,85,733",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
371,Calicut Restaurant,42451,"3,86,502",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
368,COALSPARK MULTI CUISINE RESTAURANT,290156,"3,87,952",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4488,NADAN THATTUKADA RESTAURANT,1090457,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1119,Thalassery Restaurant,1065848,"1,33,720",11,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1120,KAIRALI RESTAURANT,55737,"1,33,428",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4484,RJ 14 KITCHEN,424620,12500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
362,Dolphins kitchen (Since 1977),401331,"3,91,454",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3031,Ramteja Bar And Restaurant,444202,21464,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4519,Jolly's Kitchen,580380,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3447,M M Restaurant,104348,13917,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
404,Gabbar Chai,286165,"3,56,496",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
417,Raata Multicuisine Restaurant,935193,"3,48,579",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1016,Ranga Restaurant,374110,"1,55,011",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1017,1947 Restaurant,25118,"1,54,943",3,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2638,Shiv Upakar Family Restaurant,931487,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1023,Himalaya Family Restaurant,922384,"1,52,947",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2634,Trilok Restaurant,61135,25000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1028,Gunturs Restaurant,1022200,"1,51,919",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1029,TRONIC ROLLS CENTRAL KITCHEN,801060,"1,51,422",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1038,The Joeys Kitchen,880724,"1,48,730",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4870,Kongs Kitchen,629917,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
408,Gowduru Mane Nati Style & Family Restaurant,242476,"3,54,954",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
405,The Kolkata Cuisines,337086,"3,56,326",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4530,Sankalp Reddy Restaurant,120920,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2625,Tasty Kitchen,473719,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2624,Dastarkhwan Family Restaurant,595507,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4528,County Kitchen,978151,12500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1052,Akshaya family restaurant,122216,"1,46,859",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3665,Momobar,991741,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4524,Ambur Darbar Biryani Point,1078353,12500,2,"Fine_Dining, North_Indian",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1055,Thalassery Restaurant,627799,"1,46,112",11,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2619,karanji family restaurant,781462,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4479,Hungry Birds Kitchen,989409,12500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3054,Royale Dine,984947,20866,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1141,Cheta's Kitchen,92380,"1,30,570",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3731,Radhasiri Cloud Kitchen,939228,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4433,FoodX Restaurant,422942,12721,1,"Fine_Dining, Food_Generic",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2503,City durbar,119163,25000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1207,Sangam Sweets Central Kitchen,603687,"1,19,04,305",1,"Fine_Dining, Sweets",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1209,Itihaas Restaurant,543533,"1,18,619",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1210,Nawazish Restaurant,1058286,"1,18,546",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3418,Kamat Restaurant,53918,14427,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4426,Salem Sri Kandavilas Kitchen,734985,12792,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3078,Breezy Cow Bar,88901,20269,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
330,Restaurant Chef Pillai,739040,"36,21,131",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1224,Sendhoor Nataraaj Restaurant,527585,"1,16,392",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2492,Punjabi Kitchen,92388,25000,1,"Fine_Dining, North_Indian",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1229,Poornachandra Restaurant,816700,"1,15,140",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
327,Olive Restaurant,149109,"37,39,562",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2490,Isobel caffeine bar,724776,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4419,Coastal Waves Multi Cuisine Restaurant,981006,12911,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4915,SNS CUISINE,1099592,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2489,Gangtok Kitchen,938405,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
325,Prasuma Momo Kitchen,707627,"37,98,421",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3415,99 Bar B Que,1030111,14455,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2480,Timbo moo kitchen,1024516,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4410,Royal Pork Shop & Restaurant,450984,13058,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2506,BreakTime Restaurant,303828,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4906,New Machali Mangalore Style Restaurant,905617,10000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
356,Queen's Restaurant,811581,"3,97,355",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1191,Narmada Chain of Restaurant,704216,"1,22,93,518",2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1148,Park View Restaurant,67683,"1,29,666",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4468,S Square multicusine restaurant.,49490,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1150,COASTAL LOUNGE,970584,"1,29,368",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3706,AUMS KITCHEN,547031,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1153,Rolls Kitchen,6518,"1,28,605",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3707,Banalata Cloud Kitchen,856874,10000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4464,Priya Home Kitchen,903026,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4460,Flamingos Restaurant,355661,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
349,Estaa Sweets Central Kitchen,206519,"31,77,910",1,"Fine_Dining, Sweets",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4904,Amulya Bar and Restaurant,940338,10000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4453,Maraheb Restaurant,38482,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1172,Angels Kitchen,842077,"1,25,270",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
345,Anmay Foods - Andhra Style Restaurant,1007933,"32,41,798",1,"Fine_Dining, Food_Generic",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4452,Sardarji's Kitchen,660087,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4450,Mr Champaran Restaurant,906121,12500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4449,Viking Bar & Restaurant,752537,12500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2519,Angel Restaurant,32629,25000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2518,Naveen's Kitchen,458463,25000,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3726,New Chinmayees Restaurant,588247,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
342,Thalassery Restaurant,840919,"33,27,912",11,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4440,Vijay kitchen,233767,12597,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2317,LITTLE WHITE KITCHEN,62112,25000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4268,5 c Restobar,573627,15707,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3158,Malabar Restaurant,947801,18622,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3256,Mangalore Kitchen,815238,16984,5,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2115,NorthEast Tribal Kitchen,1068399,30601,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
5055,Ama Odisha Kitchen,1084877,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1819,Good Food Kitchen,655324,42001,1,"Fine_Dining, Food_Generic",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1820,Dine Bell,375150,41967,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3320,Royal Pork Shop & Restaurant,450984,15964,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3253,MOM'S KITCHEN -DESILICIOUS,830631,17049,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2109,Kpop Kitchen,960635,30814,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1832,Mangalore Kitchen,752895,41446,5,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4093,Maharashtrian Kitchen,1021437,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3254,Chettiar Kitchen,296568,17023,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3318,Shoiab Family Restaurant,296670,16003,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1499,Kalia's Kitchen,1023650,77594,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3317,Orzuv Street Diner,898662,16015,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
59,Kuttanad Restaurant,793205,"7,70,207",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1846,Cave N Dine,95310,40684,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3259,CoppernPepper Chettinad Restaurant,714699,16940,1,"Fine_Dining, South_Indian",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2097,Klaa Kitchen,920159,31220,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
56,Village Restaurant,139525,"7,76,617",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2090,Nakshatra Kitchen,764859,31331,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1864,Neeta's Kitchen,438692,39989,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4080,Copper Kitchen Restaurant,984346,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4079,Jolly's Kitchen,580380,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1815,Malabar Square,883352,42079,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1813,Kaippunnyam Restaurant,435046,42120,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1808,Shahi Family Restaurant,107119,42369,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2124,Kanaka's Kitchen,969148,30374,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1760,Charcoal Kitchen,942864,45733,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3937,Priya Home Kitchen,903026,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4127,Suggi Family Restaurant,955076,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3940,Sankalp Reddy Restaurant,120920,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3941,Sixties Kitchen,906877,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2142,Saarangi Fine Dining,153743,29576,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3322,Mubarak Restaurant,512282,15941,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1777,Aishwarya Open Air Family Restaurant,153766,44606,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1778,Al Arab Restaurant,987679,44606,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1781,Gismat Arabic restaurant,610428,44305,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4116,Punjabi pure veg Restaurant since1994,39412,7500,1,"Fine_Dining, North_Indian",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1787,Coco Kitchen,1020444,43732,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
78,Imperial Restaurant Since 1954,472375,"7,00,535",4,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1791,Dwarkamai Pure Veg Restaurant,277965,43604,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1792,The Idly Bar,710947,43589,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1795,New Samrat Restaurant,411998,43241,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1797,New Selfie Restaurant,131226,43100,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1798,UDUPI KITCHEN,824488,43029,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2126,Niku`s Andhra Kitchen,592501,30295,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1801,Kapital Kitchen,48571,42844,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3250,Food Star Restaurant,194377,17114,1,"Fine_Dining, Food_Generic",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2085,Kalpaka Kitchen,986602,31505,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1879,South Junction Restaurant,381455,39276,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4072,Bhagya'S Kitchen,937814,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1948,Barkaas - Indo Arabic Restaurant,871558,36553,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2042,Kaliyodam Restaurant,1125352,32663,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3982,Royal Rajasthani Thali Restaurant,906089,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1954,Middle East cuisine,1001851,36262,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1955,Odia Darbar,713727,36196,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1957,Prajwal The Restaurant,59057,36120,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4024,Mom'S Kitchen,691357,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4022,Nakshatra Family Restaurant,844627,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1965,Udupi Kitchen,470957,35838,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3281,Sibi's Malabar Kitchen,1080948,16607,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4016,Four Seasons An Authentic Kerala Restaurant,870178,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3990,New Machali Mangalore Style Restaurant,905617,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
21,Thalassery Restaurant,634181,"9,37,106",11,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
15,Savoury Restaurant,75865,"9,63,565",5,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
5084,Mother's Kitchen,1164887,10000,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1992,Shelly's Deli,386666,34501,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
1993,Shalimar kitchen,493258,34460,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2015,Seven Bites Kitchen,1082710,33578,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4004,Flamingos Restaurant,355661,7500,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
3995,CM Pub & Restobar,565019,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2010,Mandi House And Multicuisine Restaurant,898083,33738,2,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2005,A M Kitchen Food,646590,33884,1,"Fine_Dining, Food_Generic",0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
2044,Mustard Kitchen,391638,32622,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
25,Lakeview Milkbar Since 1930,2832,"8,78,620",1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
4066,Family Kitchen,992751,7500,1,Fine_Dining,0.3,0.2,0.4,0.35,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.4,2.2
